name,year,engine_capacity,horse_power,fuel,transmission,drive_unit,mileage,location,price
Mitsubishi Galant,1999,1.8,140,бензин,АКПП,передний,320000,Новосибирск,239 000 ₽
Toyota Crown,2018,2.0,245,бензин,АКПП,задний,15000,Южно-Сахалинск,3 300 000 ₽
BMW 5-Series,2011,2.0,184,бензин,АКПП,задний,176000,Екатеринбург,1 799 999 ₽
Zeekr 001,2023,,536,электро,АКПП,4WD,176000,Челябинск,6 400 000 ₽
Toyota C-HR,2019,1.2,116,бензин,вариатор,передний,18000,Нерюнгри,2 360 000 ₽
Toyota Corolla,2013,1.3,101,бензин,механика,передний,170620,Череповец,1 130 000 ₽
Honda CR-V,2008,2.4,166,бензин,АКПП,4WD,180000,Новосибирск,1 565 000 ₽
Mercedes-Benz GL-Class,2011,5.5,388,бензин,АКПП,4WD,112500,Москва,3 600 000 ₽
Ford Kuga,2018,1.5,150,бензин,АКПП,4WD,116000,Сургут,2 050 000 ₽
Kia Spectra,2006,1.6,101,бензин,механика,передний,268700,Омск,299 999 ₽
Лада Приора,2007,1.6,98,бензин,механика,передний,200000,Гвардейское,280 000 ₽
Mazda Demio,2019,1.5,110,бензин,АКПП,передний,15000,Черемхово,1 090 000 ₽
Lexus RX300,2022,2.0,238,бензин,АКПП,4WD,17000,Ключи,6 800 000 ₽
Toyota Land Cruiser,2016,4.6,309,бензин,АКПП,4WD,125077,Новый Уренгой,6 400 000 ₽
Nissan X-Trail,2018,2.5,171,бензин,вариатор,4WD,106000,Казань,2 550 000 ₽
Nissan Bluebird Sylphy,2000,2.0,150,бензин,вариатор,передний,315000,Барнаул,315 000 ₽
Mercedes-Benz R-Class,2005,3.5,272,бензин,АКПП,4WD,200000,Тюмень,475 000 ₽
BYD F3,2011,1.5,107,бензин,механика,передний,0,Воткинск,269 000 ₽
Volkswagen Passat,2012,1.8,152,бензин,робот,передний,177000,Краснодар,1 199 000 ₽
Renault Logan,2012,1.6,84,бензин,механика,передний,130000,Череповец,500 000 ₽
Mitsubishi Galant,2001,2.4,144,бензин,АКПП,передний,350000,Выборг,220 000 ₽
Лада 4x4 Урбан,2019,1.7,83,бензин,механика,4WD,32000,Москва,1 250 000 ₽
Li L7,2023,1.5,154,гибрид,АКПП,4WD,,Симферополь,6 450 000 ₽
Лада 2107,1984,1.5,71,бензин,механика,задний,34928,Новокузнецк,78 000 ₽
Chevrolet Cruze,2013,1.6,109,бензин,АКПП,передний,136000,Балабаново,870 000 ₽
Toyota Camry,1991,1.8,115,бензин,АКПП,передний,424300,Хабаровск,320 000 ₽
Renault Sandero Stepway,2016,1.6,82,бензин,механика,передний,114676,Череповец,1 100 000 ₽
Mercedes-Benz A-Class,2020,1.3,150,бензин,робот,передний,45000,Нижний Новгород,2 750 000 ₽
Toyota Corolla Fielder,2018,1.5,103,бензин,вариатор,4WD,73000,Япония → Владивосток,1 198 000 ₽
Zeekr 001,2023,,536,электро,АКПП,4WD,73000,Челябинск,6 300 000 ₽
Ford Focus,2012,1.6,125,бензин,механика,передний,137000,Череповец,890 000 ₽
Toyota Opa,2001,1.8,125,бензин,АКПП,4WD,289000,Яровое,535 000 ₽
Chevrolet Lanos,2006,1.5,86,бензин,механика,передний,227000,Сочи,120 000 ₽
Toyota Carina,2001,1.5,100,бензин,механика,передний,460000,Иркутск,270 000 ₽
Honda Freed,2010,1.5,118,бензин,вариатор,передний,125000,Нижневартовск,1 200 000 ₽
Honda Civic,2008,1.8,140,бензин,АКПП,передний,268000,Тюмень,900 000 ₽
Mazda Mazda3,2007,1.6,105,бензин,АКПП,передний,178000,Череповец,750 000 ₽
Mercedes-Benz G-Class,2020,4.0,585,бензин,АКПП,4WD,60000,Симферополь,18 500 000 ₽
Лада 2114 Самара,2005,1.5,77,бензин,механика,передний,175000,Белореченск,145 000 ₽
Лада 2107,2004,1.5,68,бензин,механика,задний,381000,Москва,82 100 ₽
Skoda Yeti,2014,1.4,122,бензин,робот,передний,90000,Курск,1 360 000 ₽
Toyota Vitz,2002,1.3,87,бензин,АКПП,4WD,250000,Яровое,435 000 ₽
Toyota Camry,2019,3.5,249,бензин,АКПП,передний,127920,Череповец,3 320 000 ₽
Nissan X-Trail,2007,2.0,141,бензин,вариатор,4WD,116716,Курск,999 000 ₽
Skoda Rapid,2015,1.2,86,бензин,механика,передний,250000,Москва,470 000 ₽
Nissan Juke,2011,1.6,117,бензин,вариатор,передний,145813,Краснодар,1 200 000 ₽
Лада 21099,2007,1.6,81,бензин,механика,передний,188000,Судак,385 000 ₽
BMW 3-Series,1999,1.9,118,бензин,АКПП,задний,258801,Севастополь,450 000 ₽
Daewoo Nexia,2011,1.5,80,бензин,механика,передний,228000,Череповец,215 000 ₽
Toyota Corolla,2001,1.5,110,бензин,АКПП,передний,292000,Яровое,535 000 ₽
Лада Х-рей,2020,1.6,106,бензин,механика,передний,97979,Курск,1 100 000 ₽
EXEED VX,2023,2.0,261,бензин,АКПП,4WD,,Симферополь,4 650 000 ₽
Peugeot 3008,2012,1.6,150,бензин,АКПП,передний,107926,Курск,970 000 ₽
Kia Sorento,2010,2.4,175,бензин,АКПП,4WD,316598,Череповец,1 355 000 ₽
Toyota Cresta,1999,2.0,160,бензин,АКПП,задний,,Иркутск,733 333 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Дзержинский,3 700 000 ₽
Toyota Prius Alpha,2017,1.8,99,гибрид,вариатор,передний,180000,Ленинск-Кузнецкий,1 595 000 ₽
Лада Приора,2011,1.6,98,бензин,механика,передний,136000,Сургут,375 000 ₽
Honda Accord,2008,2.0,156,бензин,АКПП,передний,220000,Череповец,980 000 ₽
Honda Fit,2014,1.5,110,гибрид,робот,4WD,286000,Владивосток,840 000 ₽
Лада Веста Кросс,2018,1.8,122,бензин,механика,передний,74254,Череповец,1 330 000 ₽
Daihatsu Mira e:S,2019,0.7,49,бензин,вариатор,передний,87000,Омск,785 000 ₽
Li L9,2023,1.5,154,гибрид,АКПП,4WD,,Челябинск,7 400 000 ₽
Лада Гранта,2022,1.6,90,бензин,механика,передний,51300,Сургут,900 000 ₽
Suzuki Vitara,2021,1.6,117,бензин,АКПП,передний,21007,Череповец,2 382 000 ₽
Hyundai Palisade,2021,2.2,200,дизель,АКПП,4WD,15000,Новокузнецк,5 050 000 ₽
Лада 2107,2000,1.5,71,бензин,механика,задний,93500,Каргат,85 000 ₽
Лада 2111,2001,1.5,90,бензин,механика,передний,250000,Мончегорск,20 000 ₽
Лада Гранта,2023,1.6,90,бензин,механика,передний,11000,Сургут,1 030 000 ₽
Mitsubishi ASX,2012,1.8,140,бензин,вариатор,передний,77600,Череповец,1 500 000 ₽
Лада 2109,2000,1.5,68,бензин,механика,передний,0,Кирово-Чепецк,53 000 ₽
Лада 2114 Самара,2013,1.6,81,бензин,механика,передний,140000,Красноярск,337 000 ₽
Лада 2109,1998,1.5,70,бензин,механика,передний,77000,Братск,120 000 ₽
Hyundai Creta,2017,1.6,123,бензин,АКПП,передний,55554,Череповец,1 783 000 ₽
Jetour Traveller,2023,2.0,254,бензин,робот,4WD,,Симферополь,4 200 000 ₽
Toyota Land Cruiser Prado,2007,4.0,249,бензин,АКПП,4WD,187035,Курган,2 680 000 ₽
Hyundai Tucson,2005,2.0,112,дизель,АКПП,4WD,258179,Пермь,757 000 ₽
Honda Integra,1999,1.6,120,бензин,АКПП,передний,334000,Чита,200 000 ₽
Лада Гранта,2022,1.6,90,бензин,механика,передний,32729,Череповец,946 000 ₽
Лада 2114 Самара,2003,1.5,77,бензин,механика,передний,250000,Екатеринбург,135 000 ₽
Volkswagen Tiguan,2018,2.0,150,дизель,робот,4WD,19000,Краснодар,3 600 000 ₽
Honda Civic,2007,1.8,140,бензин,АКПП,передний,0,Краснодар,800 000 ₽
Jaguar S-type,2005,3.0,238,бензин,АКПП,задний,272000,Троицк,950 000 ₽
Лада 2105,2007,1.6,72,бензин,механика,задний,0,Михайлов,160 000 ₽
Лада Веста,2016,1.6,106,бензин,механика,передний,149323,Киров,769 000 ₽
Mitsubishi Libero,1993,1.8,120,бензин,АКПП,передний,315000,Нижневартовск,128 000 ₽
Toyota Roomy,2018,1.0,98,бензин,вариатор,передний,68387,Санкт-Петербург,1 349 000 ₽
Ford Focus,2008,1.8,125,бензин,механика,передний,197000,Вологда,519 000 ₽
Лада 2107,2000,1.6,75,бензин,механика,задний,99999,Ростов-на-Дону,145 000 ₽
Лада Гранта,2015,1.6,87,бензин,механика,передний,77655,Киров,553 000 ₽
Kia Sportage,2007,2.0,141,бензин,механика,4WD,250000,Краснодар,970 000 ₽
Toyota Prius,2008,1.5,76,гибрид,вариатор,передний,104000,Улан-Удэ,1 150 000 ₽
Audi A4,2012,1.8,170,бензин,вариатор,передний,199000,Краснодар,998 000 ₽
Mercedes-Benz GL-Class,2013,3.0,249,дизель,АКПП,4WD,229000,Тюмень,3 300 000 ₽
Daewoo Espero,1997,1.5,90,бензин,механика,передний,140000,Елабуга,130 000 ₽
Lexus RX200t,2015,2.0,238,бензин,АКПП,4WD,112577,Тюмень,3 949 000 ₽
Peugeot 308,2009,1.6,120,бензин,АКПП,передний,135322,Севастополь,747 000 ₽
Toyota Prius,2011,1.8,99,гибрид,вариатор,передний,230000,Иркутск,1 200 000 ₽
Daewoo Nexia,1997,1.5,75,бензин,механика,передний,0,Севастополь,125 000 ₽
Hyundai Solaris,2012,1.6,123,бензин,механика,передний,79500,Москва,690 000 ₽
Hyundai Solaris,2014,1.6,123,бензин,механика,передний,97967,Омск,1 100 000 ₽
EXEED TXL,2023,2.0,197,бензин,робот,4WD,0,Магнитогорск,4 680 000 ₽
Kia Sorento,2022,2.5,179,бензин,АКПП,4WD,7000,Новосибирск,5 600 000 ₽
EXEED TXL,2022,1.6,186,бензин,робот,4WD,0,Магнитогорск,4 260 000 ₽
EXEED TXL,2022,1.6,186,бензин,робот,4WD,0,Магнитогорск,4 260 000 ₽
Chevrolet Niva,2018,1.7,80,бензин,механика,4WD,98715,Старонижестеблиевская,1 300 000 ₽
Mitsubishi Lancer,2007,2.0,150,бензин,механика,передний,269000,Тюмень,930 000 ₽
Nissan Qashqai,2021,2.0,144,бензин,вариатор,передний,22000,Краснодар,2 620 000 ₽
Geely MK Cross,2013,1.5,94,бензин,механика,передний,201000,Солнечногорск,260 000 ₽
Toyota Corolla Fielder,2010,1.5,105,бензин,вариатор,4WD,180000,Новосибирск,800 000 ₽
Лада 2105,2010,1.6,72,бензин,механика,задний,170000,Симферополь,160 000 ₽
Лада 2114 Самара,2005,1.5,77,бензин,механика,передний,165000,Липецк,135 000 ₽
Лада 2107,2011,1.6,74,бензин,механика,задний,75000,Чебоксары,130 000 ₽
Nissan Altima,2013,2.5,182,бензин,вариатор,передний,139000,Белово,1 000 249 ₽
Лада 2106,1991,1.3,64,бензин,механика,задний,100000,Краснодар,70 000 ₽
Audi TT,2016,2.0,230,бензин,автомат,4WD,79781,Москва,4 050 000 ₽
Li L9,2023,1.5,154,гибрид,АКПП,4WD,0,Челябинск,7 400 000 ₽
Лада 2104,2007,1.6,74,бензин,механика,задний,0,Ижевск,125 000 ₽
Honda Accord,2008,2.0,156,бензин,АКПП,передний,270000,Барнаул,1 400 000 ₽
Land Rover Range Rover,2021,3.0,300,дизель,АКПП,4WD,22820,Москва,18 300 000 ₽
УАЗ Патриот,2023,2.7,150,бензин,механика,4WD,0,Санкт-Петербург,1 846 000 ₽
УАЗ Патриот,2023,2.7,150,бензин,механика,4WD,0,Санкт-Петербург,1 846 000 ₽
УАЗ Патриот,2023,2.7,150,бензин,механика,4WD,0,Санкт-Петербург,1 846 000 ₽
Lexus GS300,2007,3.0,249,бензин,АКПП,задний,200000,Иркутск,1 250 000 ₽
Лада Приора,2010,1.6,98,бензин,механика,передний,178000,Курган,260 000 ₽
Haval F7,2021,2.0,190,бензин,робот,4WD,71000,Красноярск,2 700 000 ₽
Haval F7,2022,2.0,190,бензин,робот,4WD,23616,Москва,2 875 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Иркутск,3 850 000 ₽
УАЗ Патриот,2012,2.7,128,бензин,механика,4WD,185000,Омск,635 000 ₽
Лада 2107,2006,1.6,74,бензин,механика,задний,100000,Тюмень,87 000 ₽
Daewoo Matiz,2006,0.8,51,бензин,АКПП,передний,170321,Москва,350 000 ₽
Jaecoo J7,2023,1.6,186,бензин,робот,4WD,0,Санкт-Петербург,3 789 900 ₽
Toyota Sprinter,1992,1.5,105,бензин,АКПП,передний,251000,Сочи,209 000 ₽
Renault Logan,2010,1.4,75,бензин,механика,передний,261090,Екатеринбург,599 000 ₽
Suzuki Ertiga,2023,1.5,103,бензин,АКПП,передний,0,Чебоксары,2 295 000 ₽
Toyota Camry,2014,3.5,249,бензин,АКПП,передний,160100,Тюмень,2 120 000 ₽
Audi Q5,2013,2.0,225,бензин,АКПП,4WD,148000,Новосибирск,2 090 000 ₽
BMW 5-Series,2018,2.0,190,дизель,АКПП,4WD,154000,Новосибирск,2 899 000 ₽
Volvo S80,2000,2.8,272,бензин,АКПП,передний,400000,Дубовское,550 000 ₽
Skoda Octavia,2003,1.6,101,бензин,механика,передний,207000,Вологда,399 000 ₽
Geely Coolray,2020,1.5,177,бензин,автомат,передний,42741,Волгоград,1 899 000 ₽
Geely Boyue L,2023,1.5,174,бензин,автомат,передний,0,Кемерово,2 900 000 ₽
Changan UNI-T,2023,1.5,185,бензин,робот,передний,0,Иркутск,2 950 000 ₽
Foton View,2007,,103,бензин,механика,задний,139600,Челябинск,350 000 ₽
Lexus LX450d,2019,4.5,272,дизель,АКПП,4WD,97000,Челябинск,10 000 000 ₽
Skoda Octavia,2019,1.4,150,бензин,робот,передний,116135,Москва,2 057 000 ₽
Great Wall Hover,2008,2.4,130,бензин,механика,4WD,201000,Новосибирск,570 000 ₽
Chevrolet Lanos,2007,1.5,86,бензин,механика,передний,0,Киров,249 000 ₽
Renault Sandero Stepway,2012,1.6,84,бензин,механика,передний,377000,Большеречье,570 000 ₽
Kia Cerato,2010,1.6,126,бензин,механика,передний,126000,Волгоград,1 035 000 ₽
Nissan Qashqai,2014,2.0,144,бензин,вариатор,передний,21063,Москва,1 907 000 ₽
Ford Focus,2007,1.6,115,бензин,механика,передний,202700,Екатеринбург,570 000 ₽
Chevrolet Niva,2009,1.7,80,бензин,механика,4WD,0,Можга,437 000 ₽
Toyota Auris,2015,1.6,132,бензин,вариатор,передний,59706,Москва,1 597 000 ₽
Лада Ларгус,2019,1.6,106,бензин,механика,передний,82521,Сургут,1 145 450 ₽
Mazda Mazda6,2008,2.0,147,бензин,АКПП,передний,220000,Тюмень,1 130 000 ₽
Volkswagen Tiguan,2008,2.0,170,бензин,АКПП,4WD,231773,Нижний Новгород,1 155 000 ₽
Toyota Corolla,2008,1.6,124,бензин,механика,передний,300000,Махачкала,950 000 ₽
Li L9,2023,1.5,449,гибрид,автомат,4WD,,Сочи,7 499 000 ₽
Audi Q5,2009,2.0,211,бензин,робот,4WD,131450,Москва,1 577 000 ₽
Ford Fusion,2006,1.4,80,бензин,механика,передний,148000,Волгоград,590 000 ₽
Lexus LX570,2016,5.7,367,бензин,АКПП,4WD,137718,Новосибирск,8 900 000 ₽
Skoda Octavia,2012,1.6,102,бензин,механика,передний,178000,Пермь,949 000 ₽
Лада 2114 Самара,2011,1.6,81,бензин,механика,передний,143000,Новосибирск,255 000 ₽
Mazda Mazda3,2010,1.6,105,бензин,АКПП,передний,0,Красноярск,910 000 ₽
Renault Sandero Stepway,2021,1.6,113,бензин,механика,передний,32220,Тюмень,1 520 000 ₽
Toyota Land Cruiser,1997,4.5,205,бензин,АКПП,4WD,350000,Кумертау,2 118 000 ₽
Лада 4x4 2121 Нива,2017,1.7,83,бензин,механика,4WD,129,Барнаул,615 000 ₽
Toyota Wish,2010,1.8,144,бензин,вариатор,передний,116796,Канск,1 390 555 ₽
Mercedes-Benz S-Class,2005,5.5,388,бензин,АКПП,задний,185000,Барнаул,970 000 ₽
BMW X5,2007,3.0,264,бензин,АКПП,4WD,0,Краснодар,1 550 000 ₽
Toyota Auris,2007,1.6,124,бензин,робот,передний,195112,Нижний Новгород,759 000 ₽
Лада Ларгус Кросс,2018,1.6,106,бензин,механика,передний,163466,Новороссийск,1 150 000 ₽
Skoda Octavia,2014,1.2,105,бензин,механика,передний,162300,Москва,1 039 000 ₽
Toyota Highlander,2003,3.0,220,бензин,АКПП,4WD,378000,Таштагол,1 000 000 ₽
Лада Гранта,2017,1.6,87,бензин,механика,передний,98000,Москва,620 000 ₽
Chery Tiggo 4,2020,2.0,122,бензин,механика,передний,49010,Курган,1 750 000 ₽
Chevrolet Niva,2011,1.7,80,бензин,механика,4WD,205000,Екатеринбург,549 000 ₽
Volkswagen Touareg,2012,3.6,249,бензин,АКПП,4WD,170500,Тарко-Сале,2 700 000 ₽
Honda Stream,2010,1.8,140,бензин,АКПП,передний,80000,Барнаул,1 350 000 ₽
Лада 2114 Самара,2011,1.6,80,бензин,механика,передний,180000,Тюмень,270 000 ₽
Kia Rio,2013,1.6,123,бензин,механика,передний,100,Сургут,660 000 ₽
Nissan Qashqai,2020,2.0,144,бензин,вариатор,4WD,27324,Нижний Новгород,2 850 000 ₽
Daewoo Nexia,2008,1.6,109,бензин,механика,передний,106000,Екатеринбург,250 000 ₽
Nissan Qashqai,2014,2.0,144,бензин,вариатор,4WD,147000,Москва,1 880 000 ₽
Opel Astra GTC,2011,1.8,140,бензин,механика,передний,123774,Балашиха,899 000 ₽
Nissan X-Trail,2001,2.0,150,бензин,АКПП,4WD,342000,Омск,755 000 ₽
Ford Focus,2012,2.0,150,бензин,робот,передний,183263,Балашиха,980 000 ₽
Лада Приора,2012,1.6,98,бензин,механика,передний,160000,Ачинск,355 000 ₽
Toyota Passo,2008,1.0,71,бензин,АКПП,передний,220000,Иркутск,308 000 ₽
Лада Гранта,2014,1.6,106,бензин,механика,передний,151000,Волгоград,535 000 ₽
BMW 5-Series,2018,2.0,190,дизель,АКПП,4WD,175412,Балашиха,2 799 000 ₽
Лада Гранта,2018,1.6,87,бензин,механика,передний,64000,Ижевск,639 000 ₽
Chevrolet Lacetti,2011,1.4,95,бензин,механика,передний,93740,Нижний Новгород,639 000 ₽
Volkswagen Touareg,2011,3.6,280,бензин,АКПП,4WD,219000,Новосибирск,1 999 000 ₽
Voyah Free,2023,,490,электро,АКПП,4WD,219000,Новосибирск,4 580 000 ₽
Land Rover Freelander,2007,3.2,233,бензин,АКПП,4WD,238750,Подольск,1 080 000 ₽
Hyundai Creta,2018,1.6,123,бензин,АКПП,передний,169202,Балашиха,1 555 000 ₽
Volkswagen Touareg,2007,3.0,224,дизель,АКПП,4WD,86000,Москва,2 500 000 ₽
Fiat Albea,2009,1.4,77,бензин,механика,передний,287941,Балашиха,422 000 ₽
Лада Гранта,2020,1.6,87,бензин,механика,передний,20336,Магнитогорск,804 729 ₽
Honda Fit,2010,1.3,88,гибрид,вариатор,передний,174000,Иркутск,935 000 ₽
Лада Гранта,2012,1.6,87,бензин,механика,передний,0,Ульяновск,385 000 ₽
Лада 2104,1999,1.5,71,бензин,механика,задний,85000,Новосибирск,90 000 ₽
Лада 4x4 2121 Нива,2023,1.7,83,бензин,механика,4WD,9000,Сочи,1 150 000 ₽
Nissan X-Trail,2014,2.0,147,бензин,вариатор,4WD,157000,Барнаул,1 830 000 ₽
BMW 1-Series,2011,1.6,116,бензин,АКПП,задний,190000,Алапаевск,900 000 ₽
Toyota Carina,1989,1.6,105,бензин,АКПП,передний,470452,Барнаул,110 000 ₽
Hyundai Sonata,2019,2.4,188,бензин,АКПП,передний,106347,Москва,2 277 000 ₽
Лада 2105,1998,1.5,71,бензин,механика,задний,150000,Красноярск,100 000 ₽
BMW X6,2016,3.0,249,дизель,АКПП,4WD,97000,Иркутск,4 450 000 ₽
Лада Приора,2008,1.6,98,бензин,механика,передний,0,Симферополь,470 000 ₽
Honda HR-V,2002,1.6,105,бензин,вариатор,4WD,264000,Омск,600 000 ₽
Kia K5,2021,2.0,150,бензин,АКПП,передний,97242,Оренбург,2 499 000 ₽
Porsche 911,2017,3.0,450,бензин,робот,4WD,15000,Пермь,14 440 000 ₽
Infiniti FX35,2007,3.5,280,бензин,АКПП,4WD,157000,Барнаул,1 350 000 ₽
Geely Tugella FY11,2023,2.0,238,бензин,АКПП,4WD,0,Яблоновский,4 374 990 ₽
УАЗ Буханка,2004,2.4,74,бензин,механика,4WD,90815,Оршанка,150 000 ₽
Toyota Prius,2012,1.8,99,гибрид,вариатор,передний,267850,Биробиджан,1 120 000 ₽
Ravon Nexia R3,2017,1.5,107,бензин,АКПП,передний,91700,Стерлибашево,820 000 ₽
Лада 2104,1996,1.5,71,бензин,механика,задний,33333,Анапа,140 000 ₽
Лада 2114 Самара,2012,1.6,82,бензин,механика,передний,82000,Казанское,350 000 ₽
Лада 2114 Самара,2013,1.6,81,бензин,механика,передний,139000,Пенза,325 000 ₽
Лада 2111,2004,1.6,89,бензин,механика,передний,0,Саратов,179 000 ₽
Opel Zafira,2007,1.8,140,бензин,робот,передний,260000,Иркутск,640 000 ₽
Toyota Succeed,2007,1.4,72,дизель,механика,передний,176000,Усолье-Сибирское,460 000 ₽
Lexus GS450h,2007,3.5,296,гибрид,вариатор,задний,150500,Артём,750 000 ₽
Toyota Crown,2007,3.0,256,бензин,АКПП,задний,130000,Владивосток,450 000 ₽
Лада Приора,2012,1.6,98,бензин,механика,передний,256000,Архангельск,280 000 ₽
Daewoo Nexia,2004,1.5,75,бензин,механика,передний,250000,Краснодар,130 000 ₽
Honda CR-V,1996,2.0,130,бензин,АКПП,4WD,70000,Тюмень,450 000 ₽
Subaru Impreza,2020,1.6,115,бензин,вариатор,4WD,124000,Красноярск,1 580 000 ₽
Chevrolet Aveo,2010,1.4,101,бензин,механика,передний,200000,Симферополь,595 000 ₽
Kia Rio,2015,1.6,123,бензин,механика,передний,170000,Тюмень,1 200 000 ₽
Лада Приора,2009,1.6,98,бензин,механика,передний,270000,Киселёвск,315 000 ₽
Chery Tiggo 9,2023,2.0,261,бензин,робот,передний,1100,Тюмень,3 899 000 ₽
Toyota Land Cruiser Prado,2010,3.0,173,дизель,АКПП,4WD,118000,Курган,3 290 000 ₽
Volkswagen Tiguan,2017,2.0,180,бензин,робот,4WD,107234,Тюмень,2 879 000 ₽
Audi A5,2010,2.0,211,бензин,робот,4WD,150498,Тюмень,1 699 000 ₽
Honda Vezel,2018,1.5,132,гибрид,робот,передний,94491,Тюмень,2 189 000 ₽
Hyundai Solaris,2012,1.6,123,бензин,АКПП,передний,62935,Тюмень,1 279 000 ₽
Volkswagen Polo,2014,1.6,105,бензин,АКПП,передний,168351,Сургут,1 039 000 ₽
Skoda Rapid,2018,1.6,90,бензин,механика,передний,82222,Сургут,1 334 000 ₽
Kia Seltos,2021,2.0,149,бензин,вариатор,4WD,30011,Сургут,2 849 000 ₽
Nissan Qashqai,2012,1.6,117,бензин,вариатор,передний,146145,Сургут,1 249 000 ₽
Kia Ceed,2013,1.6,129,бензин,АКПП,передний,128652,Сургут,1 319 000 ₽
Лада Калина,2010,1.6,96,бензин,механика,передний,132400,Вологда,399 000 ₽
Лада 2114 Самара,2007,1.6,81,бензин,механика,передний,100000,Сызрань,120 000 ₽
Toyota Harrier,2002,3.0,220,бензин,АКПП,передний,262000,Усть-Илимск,785 000 ₽
Kia K5,2022,2.0,160,бензин,АКПП,передний,15654,Москва,3 500 000 ₽
Лада 2114 Самара,2008,1.6,81,бензин,механика,передний,135000,Самара,158 000 ₽
Toyota Avensis,2003,2.0,147,бензин,АКПП,передний,60000,Стерлитамак,370 000 ₽
Mercedes-Benz E-Class,2010,1.8,184,бензин,АКПП,задний,165250,Москва,1 779 000 ₽
Toyota Aqua,2018,1.5,74,гибрид,вариатор,передний,0,Новороссийск,1 450 000 ₽
Citroen C3,2007,1.4,88,бензин,робот,передний,0,Симферополь,485 000 ₽
Skoda Kodiaq,2020,1.4,150,бензин,робот,4WD,81500,Урай,3 100 000 ₽
Volkswagen Tiguan,2021,2.0,180,бензин,робот,4WD,48000,Сочи,4 100 000 ₽
Audi A6,2014,2.0,180,бензин,вариатор,передний,160000,Москва,1 500 000 ₽
Nissan Patrol,1990,4.2,170,бензин,механика,4WD,120000,Тисуль,300 000 ₽
Лада 2110,2006,1.6,89,бензин,механика,передний,3000,Новосибирск,160 000 ₽
Subaru Forester,2008,2.0,150,бензин,механика,4WD,216853,Кызыл,1 100 000 ₽
Лада Гранта,2022,1.6,106,бензин,механика,передний,127000,Герменчук,975 000 ₽
Honda Element,2005,2.4,160,бензин,АКПП,4WD,275000,Мельниково,980 000 ₽
Лада 4x4 2121 Нива,1982,1.6,73,бензин,механика,4WD,46510,Саяногорск,170 000 ₽
Skoda Octavia,2016,1.4,150,бензин,робот,передний,104000,Лыткарино,1 630 000 ₽
Subaru Forester,1999,2.0,170,бензин,АКПП,4WD,50000,Прокопьевск,550 000 ₽
Geely Coolray,2023,1.5,147,бензин,робот,передний,150,Новосибирск,2 575 000 ₽
Mazda Mazda3,2012,1.6,105,бензин,АКПП,передний,188529,Тольятти,1 097 370 ₽
Kia Rio,2014,1.6,123,бензин,механика,передний,211000,Самара,899 900 ₽
Ford Focus,2013,1.6,105,бензин,механика,передний,142722,Ульяновск,827 000 ₽
УАЗ Буханка,2003,2.9,84,бензин,механика,4WD,100000,Тисуль,400 000 ₽
Kia Ceed,2011,1.6,122,бензин,механика,передний,139000,Тюмень,850 000 ₽
Kia Cerato,2010,1.6,126,бензин,механика,передний,232742,Йошкар-Ола,857 000 ₽
Volkswagen Passat,2019,2.0,190,бензин,робот,передний,84275,Уфа,2 699 900 ₽
Лада Веста,2019,1.6,106,бензин,механика,передний,129917,Тольятти,1 158 430 ₽
Kia Ceed,2021,1.5,150,бензин,робот,передний,15717,Тольятти,2 556 200 ₽
Honda Shuttle,2018,1.5,110,гибрид,робот,передний,103000,Новокузнецк,1 449 000 ₽
Jetour X70 Plus,2023,1.6,190,бензин,робот,передний,0,Санкт-Петербург,3 299 900 ₽
Honda CR-V,2013,2.0,150,бензин,вариатор,передний,203000,Абакан,2 057 000 ₽
Geely Emgrand EC7,2013,1.8,126,бензин,механика,передний,186088,Тольятти,460 270 ₽
Лада 2113 Самара,2012,1.6,81,бензин,механика,передний,217500,Новокузнецк,299 000 ₽
Geely Emgrand,2023,1.5,122,бензин,АКПП,передний,0,Москва,2 299 990 ₽
Лада 2110,2004,1.5,78,бензин,механика,передний,280000,Волгоград,145 000 ₽
Chery Tiggo 7 Pro Max,2023,1.5,147,бензин,вариатор,передний,0,Красноярск,2 300 000 ₽
Datsun mi-Do,2016,1.6,87,бензин,механика,передний,73812,Тольятти,680 320 ₽
Toyota Allion,2004,1.8,125,бензин,АКПП,4WD,217452,Краснодар,730 000 ₽
Geely Coolray,2023,1.5,147,бензин,робот,передний,,Москва,2 904 990 ₽
Toyota Passo,2018,1.0,69,бензин,вариатор,передний,8000,Москва,1 150 000 ₽
Hyundai Tucson,2022,2.0,150,бензин,АКПП,4WD,29523,Тюмень,3 249 000 ₽
Toyota Vitz,2019,1.0,69,бензин,вариатор,передний,19459,Тюмень,1 329 000 ₽
Subaru Forester,2022,2.5,185,бензин,вариатор,4WD,7060,Москва,3 800 000 ₽
Hyundai Sonata,2019,2.0,150,бензин,АКПП,передний,37286,Тюмень,2 639 000 ₽
Toyota Sienta,2013,1.5,105,бензин,АКПП,4WD,55614,Тюмень,1 299 000 ₽
Skoda Octavia,2017,1.6,110,бензин,АКПП,передний,184103,Тюмень,1 649 000 ₽
Honda Shuttle,2015,1.5,110,гибрид,робот,передний,185910,Тюмень,1 319 000 ₽
