name,year,engine_capacity,horse_power,fuel,transmission,drive_unit,mileage,location,price
Kia Cerato,2010,1.6,126,бензин,механика,передний,155000,Екатеринбург,750 000 ₽
RAM 1500,2023,5.7,395,бензин,АКПП,4WD,,Москва,11 040 000 ₽
Jaguar F-Pace,2021,5.0,550,бензин,АКПП,4WD,51015,Казань,12 850 000 ₽
Лада 2107,2004,1.6,74,бензин,механика,задний,44444,Омск,105 000 ₽
Лада Приора,2008,1.6,98,бензин,механика,передний,217000,Екатеринбург,250 000 ₽
Geely Atlas,2019,2.0,141,бензин,механика,передний,67677,Минск,1 531 389 ₽
Peugeot 307,2003,1.6,109,бензин,АКПП,передний,224056,Королёв,240 000 ₽
Лада 2112,2004,1.5,91,бензин,механика,передний,207000,Кемерово,158 000 ₽
Лада 2114 Самара,2011,1.6,81,бензин,механика,передний,153787,Тюмень,280 000 ₽
Ford Focus,2008,1.6,115,бензин,механика,передний,250000,Екатеринбург,500 000 ₽
Лада 2111,2010,1.6,89,бензин,механика,передний,88000,Энгельс,357 000 ₽
Nissan Maxima,2003,3.5,269,бензин,АКПП,передний,94000,Москва,490 000 ₽
Hyundai Creta,2021,2.0,149,бензин,АКПП,передний,70000,Новокузнецк,1 599 000 ₽
Ford C-MAX,2008,2.0,146,бензин,автомат,передний,215900,Самара,731 900 ₽
Ford Explorer,2018,3.5,249,бензин,АКПП,4WD,159800,Оренбург,2 990 000 ₽
Ford Mondeo,2001,2.0,145,бензин,механика,передний,0,Красноуфимск,400 000 ₽
Kia Rio,2015,1.6,123,бензин,механика,передний,135000,Димитровград,1 000 000 ₽
Toyota Isis,2012,1.8,143,бензин,вариатор,передний,68000,Омск,1 550 000 ₽
Honda Accord,2005,2.4,190,бензин,АКПП,передний,260000,Бахчисарай,850 000 ₽
Лада 21099,1996,1.5,78,бензин,механика,передний,220000,Нижнекамск,30 000 ₽
BMW X5,2018,3.0,313,дизель,АКПП,4WD,99000,Томск,5 500 000 ₽
Ford Kuga,2015,1.6,182,бензин,АКПП,4WD,153668,Нижнекамск,1 670 000 ₽
Прочие авто Самособранные,2022,0.6,21,бензин,механика,4WD,,Кемерово,500 000 ₽
Chevrolet Niva,2004,1.7,80,бензин,механика,4WD,1000,Ковдор,380 000 ₽
Toyota Camry,2019,2.5,181,бензин,АКПП,передний,35500,Санкт-Петербург,2 950 000 ₽
Hyundai ix35,2014,2.0,150,бензин,АКПП,передний,179706,Москва,1 360 000 ₽
Hyundai Solaris,2022,1.6,123,бензин,АКПП,передний,18920,Курган,1 999 000 ₽
Nissan Qashqai,2008,2.0,141,бензин,вариатор,передний,315769,Москва,850 000 ₽
Лада Калина,2007,1.6,80,бензин,механика,передний,190000,Армавир,299 000 ₽
Honda CR-V,2013,2.0,150,бензин,АКПП,4WD,156,Томск,2 400 000 ₽
GAC GS8,2023,2.0,231,бензин,АКПП,4WD,0,Уфа,3 980 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Москва,3 095 000 ₽
Nissan Vanette,2002,1.8,90,бензин,АКПП,задний,0,Екатеринбург,225 000 ₽
Лада 2106,2000,1.5,72,бензин,механика,задний,100000,Барнаул,92 000 ₽
Лада 2106,1999,1.6,75,бензин,механика,задний,78600,Ростов-на-Дону,200 000 ₽
Toyota Corolla,2012,1.6,124,бензин,АКПП,передний,226000,Екатеринбург,865 000 ₽
Mazda Mazda3,2011,1.6,105,бензин,АКПП,передний,211000,Екатеринбург,970 000 ₽
Nissan Pulsar,1999,1.5,105,бензин,механика,передний,33333,Берёзовский,130 000 ₽
Лада 2114 Самара,2012,1.6,81,бензин,механика,передний,238000,Екатеринбург,260 000 ₽
Nissan Qashqai,2010,1.6,114,бензин,механика,передний,233410,Каменск-Уральский,1 080 000 ₽
Лада Гранта,2020,1.6,106,бензин,механика,передний,70456,Пятигорск,1 195 000 ₽
Лада 2112,2007,1.6,90,бензин,механика,передний,175000,Екатеринбург,225 000 ₽
Volkswagen Polo,2018,1.6,110,бензин,механика,передний,85911,Уфа,1 385 000 ₽
Mitsubishi Lancer,2007,2.0,152,бензин,механика,передний,0,Сургут,730 000 ₽
BMW 3-Series,2016,2.0,184,бензин,АКПП,задний,99100,Краснодар,2 350 000 ₽
Toyota Highlander,2012,3.5,273,бензин,АКПП,4WD,225000,Новосибирск,2 500 000 ₽
Nissan Almera,2002,1.5,90,бензин,механика,передний,220000,Зеленоград,190 000 ₽
Toyota Land Cruiser Prado,2008,4.0,249,бензин,АКПП,4WD,248000,Новосибирск,2 700 000 ₽
Mazda MPV,2001,2.5,170,бензин,АКПП,передний,139017,Москва,570 000 ₽
Toyota Corona Premio,1997,2.0,140,бензин,АКПП,передний,350000,Рубцовск,120 000 ₽
Mercedes-Benz E-Class,2019,2.0,194,дизель,АКПП,4WD,134000,Минск,3 148 541 ₽
Honda Shuttle,2018,1.5,110,гибрид,робот,передний,55625,Новокузнецк,1 665 000 ₽
Volkswagen Polo,2015,1.6,110,бензин,механика,передний,126210,Новороссийск,1 000 000 ₽
Лада 2114 Самара,2003,1.5,77,бензин,механика,передний,200000,Камышлов,115 000 ₽
Citroen C4,2013,1.6,120,бензин,АКПП,передний,105000,Краснодар,1 100 000 ₽
Лада 2110,1999,1.5,91,бензин,механика,передний,268000,Магнитогорск,134 000 ₽
Nissan Avenir,2000,2.0,145,бензин,вариатор,4WD,246000,Омск,380 000 ₽
Hongqi E-HS9,2021,,543,электро,АКПП,4WD,1300,Краснодар,7 999 000 ₽
Renault Megane,2007,1.4,98,бензин,механика,передний,0,Архангельск,440 000 ₽
Changan CS35 Plus,2023,1.4,150,бензин,робот,передний,0,Санкт-Петербург,2 184 905 ₽
Changan CS35 Plus,2023,1.4,150,бензин,робот,передний,0,Санкт-Петербург,2 184 905 ₽
Peugeot 107,2010,1.0,68,бензин,робот,передний,61000,Тюмень,599 000 ₽
Лада 2114 Самара,2013,1.6,81,бензин,механика,передний,137000,Первоуральск,329 000 ₽
Audi A6,2012,3.0,299,бензин,автомат,4WD,200000,Кемерово,1 000 000 ₽
JAC S5,2014,,,механика,передний,112 880 км,200000,Набережные Челны,865 962 ₽
Volvo S80,2003,2.5,210,бензин,АКПП,передний,428000,Москва,650 000 ₽
Toyota Prius,2012,1.8,99,гибрид,вариатор,передний,180000,Чита,1 330 000 ₽
Лада Приора,2011,,,механика,передний,197 916 км,180000,Набережные Челны,358 012 ₽
Hyundai Creta,2020,,,механика,передний,197 916 км,180000,Набережные Челны,1 821 152 ₽
Mitsubishi Delica D:5,2009,2.4,170,бензин,вариатор,4WD,404000,Владимир,1 620 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,,Санкт-Петербург,3 650 000 ₽
Skoda Octavia,2005,1.6,102,бензин,механика,передний,316235,Барнаул,540 000 ₽
Renault Logan,2015,,,механика,передний,117 874 км,316235,Набережные Челны,565 332 ₽
Лада Веста Кросс,2018,1.8,122,бензин,механика,передний,139000,Хасавюрт,1 200 000 ₽
Лада 4x4 2121 Нива,2010,1.7,80,бензин,механика,4WD,186000,Абинск,475 000 ₽
Opel Zafira,2007,1.8,140,бензин,робот,передний,186000,Иркутск,600 000 ₽
Subaru Impreza,2019,1.6,115,бензин,вариатор,передний,58700,Саяногорск,1 700 000 ₽
JAC JS6,2023,1.5,174,бензин,автомат,передний,0,Самара,2 700 000 ₽
Toyota Camry,2023,1.5,174,бензин,автомат,передний,0,Набережные Челны,4 778 000 ₽
Kia Sportage,2018,1.7,141,дизель,робот,передний,190000,Борисов,1 891 827 ₽
Лада Приора,2010,1.6,98,бензин,механика,передний,205000,Буйнакск,345 000 ₽
Nissan Note,2013,1.4,88,бензин,механика,передний,105000,Тюмень,850 000 ₽
Лада 2106,1998,1.5,72,бензин,механика,задний,115000,Данилов,85 000 ₽
Лада Гранта,2023,1.6,106,бензин,механика,передний,0,Славянск-На-Кубани,1 190 000 ₽
Hyundai Solaris,2014,1.6,123,бензин,АКПП,передний,165000,Дюртюли,900 000 ₽
Subaru Forester,2008,2.0,150,бензин,механика,4WD,243000,Красная Поляна,950 000 ₽
Nissan Qashqai,2013,2.0,141,бензин,вариатор,4WD,245000,Рязань,1 390 000 ₽
Honda Civic Type R,2007,2.0,201,бензин,механика,передний,185000,Екатеринбург,1 250 000 ₽
Лада 2103,1976,1.5,77,бензин,механика,задний,98000,Омск,100 000 ₽
Hyundai Accent,2005,1.5,102,бензин,механика,передний,120000,Шахты,280 000 ₽
Mercedes-Benz M-Class,2008,3.5,272,бензин,АКПП,4WD,275000,Ульяновск,1 200 000 ₽
Audi A6,2010,2.8,190,бензин,вариатор,передний,240000,Новороссийск,1 150 000 ₽
Renault Logan,2014,1.4,75,бензин,механика,передний,120000,Барнаул,580 000 ₽
Porsche Cayenne,2007,4.8,385,бензин,АКПП,4WD,220000,Челябинск,1 300 000 ₽
Porsche Cayenne,2011,3.0,245,дизель,АКПП,4WD,225000,Белгород,3 497 000 ₽
Toyota Lite Ace,2007,1.8,82,бензин,АКПП,4WD,268000,Тюмень,870 000 ₽
Daewoo Nexia,1997,1.5,75,бензин,механика,передний,346363,Омск,120 000 ₽
Changan CS55 Plus,2023,1.5,181,бензин,робот,передний,0,Москва,2 550 000 ₽
Lexus RX200t,2016,2.0,238,бензин,АКПП,передний,88000,Иркутск,4 250 000 ₽
Лада Приора,2007,1.6,98,бензин,механика,передний,188500,Субханкулово,220 000 ₽
Opel Astra,2008,1.8,140,бензин,АКПП,передний,218000,Омск,625 000 ₽
Toyota Passo,2019,1.0,69,бензин,вариатор,передний,51000,Иркутск,1 065 000 ₽
Лада 2114 Самара,2010,1.6,81,бензин,механика,передний,99999,Омск,159 000 ₽
Great Wall Wingle,2013,2.2,106,бензин,механика,4WD,210000,Ахтырский,770 000 ₽
Mitsubishi Colt,2005,1.3,95,бензин,механика,передний,0,Ростов-на-Дону,350 000 ₽
Nissan Note,2011,1.4,88,бензин,механика,передний,128900,Нижний Новгород,759 777 ₽
Mazda Mazda3,2007,1.6,105,бензин,механика,передний,100000,Новосибирск,999 000 ₽
Audi A6,2011,3.0,300,бензин,робот,4WD,168000,Минск,1 608 053 ₽
Citroen C4,2007,1.6,109,бензин,механика,передний,158000,Нижний Новгород,424 777 ₽
Chevrolet Lanos,2007,1.5,86,бензин,механика,передний,235000,Курган,235 000 ₽
Chery M11,2012,1.6,117,бензин,механика,передний,180000,Нижний Тагил,450 000 ₽
Mazda Mazda6,2006,1.8,120,бензин,механика,передний,195200,Нижний Новгород,399 900 ₽
Renault Logan,2008,1.6,87,бензин,механика,передний,270000,Курганинск,360 000 ₽
Geely Tugella FY11,2023,2.0,238,бензин,АКПП,4WD,0,Санкт-Петербург,4 374 990 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Санкт-Петербург,4 974 990 ₽
Volkswagen Tiguan,2012,2.0,170,бензин,АКПП,4WD,162000,Нижний Новгород,1 489 900 ₽
Toyota Corolla,2010,1.6,124,бензин,АКПП,передний,157000,Нефтеюганск,1 300 000 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Санкт-Петербург,4 974 990 ₽
Geely Monjaro,2023,2.0,238,бензин,АКПП,4WD,0,Санкт-Петербург,4 974 990 ₽
Ford Focus,2003,1.8,115,бензин,механика,передний,260000,Гвардейское,415 000 ₽
Cadillac BLS,2006,2.0,210,бензин,механика,передний,230000,Екатеринбург,425 000 ₽
Chevrolet Equinox,2022,1.5,170,бензин,АКПП,передний,10500,Бобруйск,2 350 000 ₽
Opel Astra,2013,1.4,140,бензин,АКПП,передний,171000,Нижний Новгород,869 900 ₽
